great_area,ano,qtde,color
Agrarian Sciences,1972,2,"#2166ac"
Agrarian Sciences,1973,2,"#2166ac"
Agrarian Sciences,1974,0,"#2166ac"
Agrarian Sciences,1975,2,"#2166ac"
Agrarian Sciences,1976,2,"#2166ac"
Agrarian Sciences,1977,2,"#2166ac"
Agrarian Sciences,1978,2,"#2166ac"
Agrarian Sciences,1979,3,"#2166ac"
Agrarian Sciences,1980,0,"#2166ac"
Agrarian Sciences,1981,1,"#2166ac"
Agrarian Sciences,1982,1,"#2166ac"
Agrarian Sciences,1983,9,"#2166ac"
Agrarian Sciences,1984,4,"#2166ac"
Agrarian Sciences,1985,7,"#2166ac"
Agrarian Sciences,1986,5,"#2166ac"
Agrarian Sciences,1987,13,"#2166ac"
Agrarian Sciences,1988,14,"#2166ac"
Agrarian Sciences,1989,18,"#2166ac"
Agrarian Sciences,1990,18,"#2166ac"
Agrarian Sciences,1991,32,"#2166ac"
Agrarian Sciences,1992,58,"#2166ac"
Agrarian Sciences,1993,71,"#2166ac"
Agrarian Sciences,1994,67,"#2166ac"
Agrarian Sciences,1995,113,"#2166ac"
Agrarian Sciences,1996,155,"#2166ac"
Agrarian Sciences,1997,151,"#2166ac"
Agrarian Sciences,1998,214,"#2166ac"
Agrarian Sciences,1999,347,"#2166ac"
Agrarian Sciences,2000,404,"#2166ac"
Agrarian Sciences,2001,455,"#2166ac"
Agrarian Sciences,2002,557,"#2166ac"
Agrarian Sciences,2003,733,"#2166ac"
Agrarian Sciences,2004,754,"#2166ac"
Agrarian Sciences,2005,862,"#2166ac"
Agrarian Sciences,2006,1002,"#2166ac"
Agrarian Sciences,2007,1099,"#2166ac"
Agrarian Sciences,2008,1119,"#2166ac"
Agrarian Sciences,2009,1126,"#2166ac"
Agrarian Sciences,2010,1056,"#2166ac"
Agrarian Sciences,2011,1119,"#2166ac"
Agrarian Sciences,2012,1077,"#2166ac"
Agrarian Sciences,2013,868,"#2166ac"
Agrarian Sciences,2014,664,"#2166ac"
Agrarian Sciences,2015,633,"#2166ac"
Agrarian Sciences,2016,415,"#2166ac"
Agrarian Sciences,2017,268,"#2166ac"
Applied and Social Sciences,1974,1,"#4393c3"
Applied and Social Sciences,1975,0,"#4393c3"
Applied and Social Sciences,1976,0,"#4393c3"
Applied and Social Sciences,1977,0,"#4393c3"
Applied and Social Sciences,1978,0,"#4393c3"
Applied and Social Sciences,1979,0,"#4393c3"
Applied and Social Sciences,1980,0,"#4393c3"
Applied and Social Sciences,1981,0,"#4393c3"
Applied and Social Sciences,1982,0,"#4393c3"
Applied and Social Sciences,1983,0,"#4393c3"
Applied and Social Sciences,1984,0,"#4393c3"
Applied and Social Sciences,1985,1,"#4393c3"
Applied and Social Sciences,1986,1,"#4393c3"
Applied and Social Sciences,1987,2,"#4393c3"
Applied and Social Sciences,1988,0,"#4393c3"
Applied and Social Sciences,1989,4,"#4393c3"
Applied and Social Sciences,1990,14,"#4393c3"
Applied and Social Sciences,1991,15,"#4393c3"
Applied and Social Sciences,1992,10,"#4393c3"
Applied and Social Sciences,1993,13,"#4393c3"
Applied and Social Sciences,1994,46,"#4393c3"
Applied and Social Sciences,1995,40,"#4393c3"
Applied and Social Sciences,1996,46,"#4393c3"
Applied and Social Sciences,1997,50,"#4393c3"
Applied and Social Sciences,1998,85,"#4393c3"
Applied and Social Sciences,1999,106,"#4393c3"
Applied and Social Sciences,2000,113,"#4393c3"
Applied and Social Sciences,2001,122,"#4393c3"
Applied and Social Sciences,2002,156,"#4393c3"
Applied and Social Sciences,2003,233,"#4393c3"
Applied and Social Sciences,2004,217,"#4393c3"
Applied and Social Sciences,2005,280,"#4393c3"
Applied and Social Sciences,2006,320,"#4393c3"
Applied and Social Sciences,2007,284,"#4393c3"
Applied and Social Sciences,2008,304,"#4393c3"
Applied and Social Sciences,2009,267,"#4393c3"
Applied and Social Sciences,2010,260,"#4393c3"
Applied and Social Sciences,2011,261,"#4393c3"
Applied and Social Sciences,2012,234,"#4393c3"
Applied and Social Sciences,2013,214,"#4393c3"
Applied and Social Sciences,2014,171,"#4393c3"
Applied and Social Sciences,2015,186,"#4393c3"
Applied and Social Sciences,2016,153,"#4393c3"
Applied and Social Sciences,2017,105,"#4393c3"
Biological Sciences,1971,4,"#92c5de"
Biological Sciences,1972,13,"#92c5de"
Biological Sciences,1973,5,"#92c5de"
Biological Sciences,1974,7,"#92c5de"
Biological Sciences,1975,9,"#92c5de"
Biological Sciences,1976,17,"#92c5de"
Biological Sciences,1977,17,"#92c5de"
Biological Sciences,1978,22,"#92c5de"
Biological Sciences,1979,36,"#92c5de"
Biological Sciences,1980,34,"#92c5de"
Biological Sciences,1981,35,"#92c5de"
Biological Sciences,1982,79,"#92c5de"
Biological Sciences,1983,56,"#92c5de"
Biological Sciences,1984,74,"#92c5de"
Biological Sciences,1985,64,"#92c5de"
Biological Sciences,1986,132,"#92c5de"
Biological Sciences,1987,135,"#92c5de"
Biological Sciences,1988,194,"#92c5de"
Biological Sciences,1989,236,"#92c5de"
Biological Sciences,1990,270,"#92c5de"
Biological Sciences,1991,339,"#92c5de"
Biological Sciences,1992,457,"#92c5de"
Biological Sciences,1993,506,"#92c5de"
Biological Sciences,1994,661,"#92c5de"
Biological Sciences,1995,914,"#92c5de"
Biological Sciences,1996,1186,"#92c5de"
Biological Sciences,1997,1364,"#92c5de"
Biological Sciences,1998,1867,"#92c5de"
Biological Sciences,1999,2238,"#92c5de"
Biological Sciences,2000,2582,"#92c5de"
Biological Sciences,2001,2969,"#92c5de"
Biological Sciences,2002,3637,"#92c5de"
Biological Sciences,2003,4096,"#92c5de"
Biological Sciences,2004,4454,"#92c5de"
Biological Sciences,2005,5052,"#92c5de"
Biological Sciences,2006,5322,"#92c5de"
Biological Sciences,2007,5711,"#92c5de"
Biological Sciences,2008,5649,"#92c5de"
Biological Sciences,2009,5471,"#92c5de"
Biological Sciences,2010,5506,"#92c5de"
Biological Sciences,2011,5241,"#92c5de"
Biological Sciences,2012,4763,"#92c5de"
Biological Sciences,2013,4309,"#92c5de"
Biological Sciences,2014,3479,"#92c5de"
Biological Sciences,2015,2883,"#92c5de"
Biological Sciences,2016,2241,"#92c5de"
Biological Sciences,2017,1386,"#92c5de"
Engineering,1982,1,"#d1e5f0"
Engineering,1983,2,"#d1e5f0"
Engineering,1984,0,"#d1e5f0"
Engineering,1985,1,"#d1e5f0"
Engineering,1986,4,"#d1e5f0"
Engineering,1987,8,"#d1e5f0"
Engineering,1988,4,"#d1e5f0"
Engineering,1989,6,"#d1e5f0"
Engineering,1990,12,"#d1e5f0"
Engineering,1991,14,"#d1e5f0"
Engineering,1992,35,"#d1e5f0"
Engineering,1993,28,"#d1e5f0"
Engineering,1994,47,"#d1e5f0"
Engineering,1995,46,"#d1e5f0"
Engineering,1996,87,"#d1e5f0"
Engineering,1997,96,"#d1e5f0"
Engineering,1998,134,"#d1e5f0"
Engineering,1999,189,"#d1e5f0"
Engineering,2000,221,"#d1e5f0"
Engineering,2001,279,"#d1e5f0"
Engineering,2002,345,"#d1e5f0"
Engineering,2003,393,"#d1e5f0"
Engineering,2004,473,"#d1e5f0"
Engineering,2005,550,"#d1e5f0"
Engineering,2006,619,"#d1e5f0"
Engineering,2007,691,"#d1e5f0"
Engineering,2008,691,"#d1e5f0"
Engineering,2009,654,"#d1e5f0"
Engineering,2010,639,"#d1e5f0"
Engineering,2011,562,"#d1e5f0"
Engineering,2012,537,"#d1e5f0"
Engineering,2013,442,"#d1e5f0"
Engineering,2014,460,"#d1e5f0"
Engineering,2015,343,"#d1e5f0"
Engineering,2016,284,"#d1e5f0"
Engineering,2017,165,"#d1e5f0"
Exact and Earth Sciences,1977,1,"#fddbc7"
Exact and Earth Sciences,1978,0,"#fddbc7"
Exact and Earth Sciences,1979,5,"#fddbc7"
Exact and Earth Sciences,1980,2,"#fddbc7"
Exact and Earth Sciences,1981,3,"#fddbc7"
Exact and Earth Sciences,1982,3,"#fddbc7"
Exact and Earth Sciences,1983,3,"#fddbc7"
Exact and Earth Sciences,1984,8,"#fddbc7"
Exact and Earth Sciences,1985,6,"#fddbc7"
Exact and Earth Sciences,1986,8,"#fddbc7"
Exact and Earth Sciences,1987,18,"#fddbc7"
Exact and Earth Sciences,1988,23,"#fddbc7"
Exact and Earth Sciences,1989,29,"#fddbc7"
Exact and Earth Sciences,1990,23,"#fddbc7"
Exact and Earth Sciences,1991,50,"#fddbc7"
Exact and Earth Sciences,1992,69,"#fddbc7"
Exact and Earth Sciences,1993,57,"#fddbc7"
Exact and Earth Sciences,1994,89,"#fddbc7"
Exact and Earth Sciences,1995,147,"#fddbc7"
Exact and Earth Sciences,1996,181,"#fddbc7"
Exact and Earth Sciences,1997,266,"#fddbc7"
Exact and Earth Sciences,1998,402,"#fddbc7"
Exact and Earth Sciences,1999,522,"#fddbc7"
Exact and Earth Sciences,2000,601,"#fddbc7"
Exact and Earth Sciences,2001,628,"#fddbc7"
Exact and Earth Sciences,2002,840,"#fddbc7"
Exact and Earth Sciences,2003,887,"#fddbc7"
Exact and Earth Sciences,2004,1027,"#fddbc7"
Exact and Earth Sciences,2005,1135,"#fddbc7"
Exact and Earth Sciences,2006,1212,"#fddbc7"
Exact and Earth Sciences,2007,1312,"#fddbc7"
Exact and Earth Sciences,2008,1429,"#fddbc7"
Exact and Earth Sciences,2009,1315,"#fddbc7"
Exact and Earth Sciences,2010,1284,"#fddbc7"
Exact and Earth Sciences,2011,1126,"#fddbc7"
Exact and Earth Sciences,2012,1023,"#fddbc7"
Exact and Earth Sciences,2013,921,"#fddbc7"
Exact and Earth Sciences,2014,830,"#fddbc7"
Exact and Earth Sciences,2015,717,"#fddbc7"
Exact and Earth Sciences,2016,527,"#fddbc7"
Exact and Earth Sciences,2017,343,"#fddbc7"
Humanities,1972,1,"#d6604d"
Humanities,1973,2,"#d6604d"
Humanities,1974,1,"#d6604d"
Humanities,1975,0,"#d6604d"
Humanities,1976,0,"#d6604d"
Humanities,1977,0,"#d6604d"
Humanities,1978,0,"#d6604d"
Humanities,1979,0,"#d6604d"
Humanities,1980,0,"#d6604d"
Humanities,1981,2,"#d6604d"
Humanities,1982,3,"#d6604d"
Humanities,1983,2,"#d6604d"
Humanities,1984,3,"#d6604d"
Humanities,1985,3,"#d6604d"
Humanities,1986,8,"#d6604d"
Humanities,1987,9,"#d6604d"
Humanities,1988,18,"#d6604d"
Humanities,1989,19,"#d6604d"
Humanities,1990,27,"#d6604d"
Humanities,1991,13,"#d6604d"
Humanities,1992,46,"#d6604d"
Humanities,1993,73,"#d6604d"
Humanities,1994,87,"#d6604d"
Humanities,1995,118,"#d6604d"
Humanities,1996,132,"#d6604d"
Humanities,1997,205,"#d6604d"
Humanities,1998,268,"#d6604d"
Humanities,1999,449,"#d6604d"
Humanities,2000,613,"#d6604d"
Humanities,2001,735,"#d6604d"
Humanities,2002,792,"#d6604d"
Humanities,2003,976,"#d6604d"
Humanities,2004,989,"#d6604d"
Humanities,2005,1236,"#d6604d"
Humanities,2006,1220,"#d6604d"
Humanities,2007,1379,"#d6604d"
