great_area,ano,qtde,color
Ciências Biológicas,1959,1,"#4D5048"
Ciências Biológicas,1960,0,"#4D5048"
Ciências Biológicas,1961,0,"#4D5048"
Ciências Biológicas,1962,2,"#4D5048"
Ciências Biológicas,1963,2,"#4D5048"
Ciências Biológicas,1964,0,"#4D5048"
Ciências Biológicas,1965,1,"#4D5048"
Ciências Biológicas,1966,4,"#4D5048"
Ciências Biológicas,1967,1,"#4D5048"
Ciências Biológicas,1968,2,"#4D5048"
Ciências Biológicas,1969,1,"#4D5048"
Ciências Biológicas,1970,9,"#4D5048"
Ciências Biológicas,1971,8,"#4D5048"
Ciências Biológicas,1972,11,"#4D5048"
Ciências Biológicas,1973,12,"#4D5048"
Ciências Biológicas,1974,8,"#4D5048"
Ciências Biológicas,1975,17,"#4D5048"
Ciências Biológicas,1976,20,"#4D5048"
Ciências Biológicas,1977,28,"#4D5048"
Ciências Biológicas,1978,21,"#4D5048"
Ciências Biológicas,1979,36,"#4D5048"
Ciências Biológicas,1980,43,"#4D5048"
Ciências Biológicas,1981,46,"#4D5048"
Ciências Biológicas,1982,80,"#4D5048"
Ciências Biológicas,1983,66,"#4D5048"
Ciências Biológicas,1984,73,"#4D5048"
Ciências Biológicas,1985,84,"#4D5048"
Ciências Biológicas,1986,96,"#4D5048"
Ciências Biológicas,1987,102,"#4D5048"
Ciências Biológicas,1988,125,"#4D5048"
Ciências Biológicas,1989,140,"#4D5048"
Ciências Biológicas,1990,138,"#4D5048"
Ciências Biológicas,1991,182,"#4D5048"
Ciências Biológicas,1992,220,"#4D5048"
Ciências Biológicas,1993,257,"#4D5048"
Ciências Biológicas,1994,296,"#4D5048"
Ciências Biológicas,1995,428,"#4D5048"
Ciências Biológicas,1996,427,"#4D5048"
Ciências Biológicas,1997,555,"#4D5048"
Ciências Biológicas,1998,635,"#4D5048"
Ciências Biológicas,1999,809,"#4D5048"
Ciências Biológicas,2000,1003,"#4D5048"
Ciências Biológicas,2001,1174,"#4D5048"
Ciências Biológicas,2002,1298,"#4D5048"
Ciências Biológicas,2003,1585,"#4D5048"
Ciências Biológicas,2004,1612,"#4D5048"
